id,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,package,promotion_last_5years,division,salary
1904,0.19,0.07,0,3,1,0,d,0,marketing,low
1905,0.68,0.68,2,143,6,0,b,0,hr,medium
1906,0.33,0.17,0,38,2,0,c,0,accounting,low
1907,0.87,0.91,2,200,8,1,a,0,hr,low
1908,0.49,0.29,1,65,4,0,d,0,marketing,low
1909,0.52,0.33,1,76,2,1,b,0,marketing,low
1910,0.32,0.11,0,24,1,0,c,0,hr,medium
1911,0.48,0.31,1,60,3,0,c,0,management,high
1912,0.78,0.76,2,167,8,1,b,0,IT,medium
1913,0.91,0.91,2,202,9,1,e,0,technical,low
1914,0.52,0.37,1,74,3,0,c,0,marketing,medium
1915,0.61,0.4,1,93,5,1,b,0,marketing,medium
1916,0.63,0.67,2,145,6,1,d,0,hr,medium
1917,0.83,0.83,2,176,8,1,d,0,technical,low
1918,0.51,0.55,1,123,6,0,e,0,management,low
1919,0.52,0.39,1,69,3,1,c,0,management,medium
1920,0.52,0.36,1,83,4,1,c,0,support,medium
1921,0.6,0.6,1,132,6,1,e,0,RandD,medium
1922,0.17,-0.05,0,-1,0,0,b,0,management,low
1923,0.53,0.53,1,130,5,1,d,0,management,high
1924,0.5,0.29,1,65,3,1,b,0,IT,low
1925,0.73,0.72,2,167,7,0,c,0,sales,low
1926,0.28,0.05,0,26,0,0,e,0,technical,medium
1927,0.51,0.48,1,116,5,0,c,0,management,low
1928,0.6,0.39,1,86,4,1,c,0,IT,low
1929,0.58,0.61,1,134,6,1,b,1,product_mng,low
1930,0.23,0.06,0,20,0,0,b,0,hr,low
1931,0.52,0.51,1,109,5,1,a,0,RandD,low
1932,0.5,0.54,1,120,5,1,d,0,IT,low
1933,0.5,0.46,1,120,5,0,c,0,sales,medium
1934,0.51,0.59,1,119,6,1,b,0,technical,low
1935,0.6,0.62,1,142,6,1,c,0,technical,medium
1936,0.73,0.69,2,159,8,1,d,0,marketing,high
1937,0.39,0.26,0,55,2,0,b,0,management,low
1938,0.75,0.77,2,162,8,1,b,1,technical,medium
1939,0.66,0.44,1,93,5,1,c,0,management,low
1940,0.2,0.11,0,21,1,0,b,0,management,low
1941,0.19,0.02,0,2,1,0,c,0,accounting,high
1942,0.45,0.27,1,68,3,0,e,0,accounting,medium
1943,0.71,0.66,2,163,7,0,c,1,technical,low
1944,0.65,0.61,2,136,7,0,d,0,management,low
1945,0.72,0.68,2,155,7,1,d,0,support,low
1946,0.42,0.51,1,106,4,0,b,1,hr,low
1947,0.57,0.35,1,83,4,1,d,1,sales,high
1948,0.29,0.13,0,37,1,0,b,0,marketing,low
1949,0.47,0.3,0,63,3,0,e,1,marketing,low
1950,0.55,0.43,1,88,4,0,b,0,sales,low
1951,0.29,0.13,0,13,1,0,e,0,sales,medium
1952,0.37,0.22,0,35,2,0,d,0,technical,medium
1953,0.52,0.59,1,113,5,0,b,0,product_mng,low
1954,0.68,0.69,1,139,6,1,b,0,sales,low
1955,0.91,0.95,2,199,9,1,b,0,product_mng,low
1956,0.84,0.86,2,188,8,1,b,0,support,medium
1957,0.56,0.53,1,119,5,0,d,0,technical,low
1958,0.55,0.37,1,76,4,0,c,0,technical,low
1959,0.58,0.59,1,128,6,0,c,0,technical,low
1960,0.74,0.7,2,164,7,1,a,0,hr,low
1961,0.26,0.09,0,27,1,1,b,0,marketing,medium
1962,0.57,0.38,1,74,3,0,d,0,management,low
1963,0.77,0.8,2,176,8,1,d,0,technical,low
1964,0.53,0.3,1,84,4,1,c,0,marketing,low
1965,0.48,0.54,1,110,5,0,b,0,RandD,medium
1966,0.53,0.55,1,120,5,1,c,0,support,medium
1967,0.34,0.21,0,36,2,0,c,0,product_mng,low
1968,0.48,0.37,1,81,3,0,c,0,technical,low
1969,0.49,0.32,1,66,3,1,c,0,technical,medium
1970,0.14,0.03,0,15,0,0,d,0,management,medium
1971,0.13,-0.01,0,-2,0,0,c,0,management,medium
1972,0.77,0.75,2,163,8,1,b,1,management,low
1973,0.43,0.27,0,60,2,0,b,0,product_mng,medium
1974,0.44,0.51,1,110,4,0,c,0,management,high
1975,0.4,0.3,1,65,2,1,d,0,management,medium
1976,0.85,0.82,2,195,8,1,d,0,management,low
1977,0.44,0.24,1,56,2,0,b,0,marketing,low
1978,0.55,0.37,1,89,4,0,a,0,management,low
1979,0.82,0.73,2,173,8,1,d,0,management,medium
1980,0.76,0.73,2,167,8,0,b,0,marketing,medium
1981,0.38,0.13,0,36,1,0,d,0,management,medium
1982,0.73,0.75,2,162,7,1,c,1,RandD,low
1983,0.66,0.39,1,90,4,0,c,0,technical,low
1984,0.68,0.41,1,89,5,0,b,0,marketing,low
1985,0.23,0.16,0,18,1,0,d,0,management,high
1986,0.25,0.06,0,24,1,0,d,0,sales,low
1987,0.66,0.61,1,136,7,1,c,0,product_mng,low
1988,0.61,0.43,1,92,4,1,c,1,management,medium
1989,0.61,0.36,1,87,4,0,d,0,product_mng,low
1990,0.64,0.62,1,141,7,1,c,0,technical,medium
1991,0.72,0.65,2,152,7,0,d,0,RandD,high
1992,0.27,0.15,0,24,1,0,b,0,marketing,medium
1993,0.56,0.52,1,115,6,0,d,0,accounting,low
1994,0.3,0.11,0,34,1,0,b,0,IT,medium
1995,0.69,0.71,1,155,7,1,b,1,accounting,medium
1996,0.58,0.59,1,124,6,1,a,0,support,medium
1997,0.88,0.91,2,195,8,0,d,0,product_mng,low
1998,0.2,0.06,0,16,1,0,b,0,technical,medium
1999,0.19,0.04,0,16,1,0,e,0,sales,low
2000,0.45,0.28,1,55,3,1,c,0,management,low
2001,0.4,0.19,0,47,3,1,d,0,technical,low
2002,0.39,0.18,0,53,2,1,d,0,marketing,low
2003,0.83,0.83,2,179,8,1,b,1,support,low
2004,0.36,0.22,0,44,2,0,d,0,management,high
2005,0.4,0.27,1,52,2,0,e,0,technical,low
2006,0.7,0.73,2,157,7,1,c,1,marketing,medium
2007,0.64,0.39,1,90,4,0,d,0,technical,low
2008,0.71,0.71,2,152,7,1,d,1,product_mng,low
2009,0.22,0.06,0,21,1,0,c,0,marketing,low
2010,0.6,0.49,1,106,4,1,c,0,sales,low
2011,0.18,0.06,0,5,1,0,c,0,hr,medium
2012,0.23,0.1,0,9,0,0,c,0,sales,low
2013,0.86,0.79,2,184,8,1,c,0,marketing,low
2014,0.27,0.15,0,19,1,0,e,0,technical,low
2015,0.45,0.45,1,110,4,1,c,0,marketing,low
2016,0.61,0.34,1,88,4,0,d,0,accounting,medium
2017,0.53,0.36,1,68,3,1,c,0,accounting,medium
2018,0.82,0.76,2,173,8,0,c,0,technical,low
2019,0.14,0.06,0,-5,0,0,b,0,marketing,medium
2020,0.56,0.56,1,135,6,1,d,0,marketing,low
2021,0.9,0.9,2,187,8,1,d,0,management,low
2022,0.5,0.48,1,111,5,1,c,0,technical,high
2023,0.87,0.83,2,186,9,1,c,0,product_mng,low
2024,0.22,0.02,0,3,1,0,d,0,technical,low
2025,0.53,0.39,1,84,3,1,a,0,RandD,medium
2026,0.38,0.22,0,51,3,0,e,0,management,medium
2027,0.65,0.67,1,148,6,1,c,0,RandD,low
2028,0.93,0.83,2,191,9,1,d,0,product_mng,low
2029,0.43,0.19,0,46,2,0,d,0,management,medium
2030,0.6,0.54,1,136,6,0,b,0,management,low
2031,0.34,0.17,0,44,2,0,d,0,management,low
2032,0.5,0.54,1,119,5,1,d,0,management,low
2033,0.62,0.45,1,84,5,1,a,0,technical,medium
2034,0.9,0.85,2,188,9,1,e,0,marketing,medium
2035,0.56,0.56,1,124,6,1,c,0,IT,low
2036,0.46,0.34,1,77,3,0,b,0,marketing,low
2037,0.25,0.08,0,30,1,0,b,0,management,low
2038,0.31,0.13,0,37,1,0,c,0,hr,low
2039,0.42,0.21,0,37,2,0,b,0,marketing,low
2040,0.41,0.19,0,56,2,1,b,0,management,high
2041,0.76,0.72,2,178,8,1,e,0,hr,medium
2042,0.5,0.47,1,103,5,0,d,0,support,low
2043,0.42,0.48,1,102,4,1,c,0,product_mng,medium
2044,0.22,0.06,0,23,1,0,b,0,technical,low
2045,0.78,0.74,2,167,8,1,b,1,support,medium
2046,0.62,0.63,1,144,7,0,c,0,management,low
2047,0.22,0.02,0,22,0,0,d,0,RandD,low
2048,0.61,0.61,1,149,6,1,a,1,hr,medium
2049,0.46,0.53,1,117,5,0,a,0,product_mng,high
2050,0.27,0.02,0,16,1,0,d,0,management,medium
2051,0.63,0.43,1,90,4,0,d,0,management,medium
2052,0.64,0.42,1,99,5,0,d,0,sales,medium
2053,0.28,0.17,0,32,1,0,c,0,support,medium
2054,0.89,0.86,2,181,9,1,b,0,management,low
2055,0.79,0.74,2,174,8,1,b,0,marketing,low
2056,0.59,0.64,1,130,6,0,e,0,RandD,low
2057,0.6,0.41,1,83,4,0,c,0,technical,low
2058,0.55,0.4,1,72,3,1,d,0,support,medium
2059,0.59,0.58,1,139,6,0,c,0,RandD,low
2060,0.46,0.54,1,105,5,1,d,1,marketing,low
2061,0.2,0.08,0,11,0,0,b,0,accounting,low
2062,0.45,0.51,1,111,4,0,c,0,technical,medium
2063,0.75,0.73,2,161,8,1,c,0,marketing,high
2064,0.59,0.41,1,84,4,1,b,0,hr,medium
2065,0.23,0.07,0,11,1,0,c,0,product_mng,low
2066,0.72,0.75,2,150,7,0,c,0,product_mng,low
2067,0.32,0.23,1,32,2,0,c,0,management,low
2068,0.45,0.22,0,59,3,0,c,0,sales,medium
2069,0.35,0.17,0,28,1,0,b,0,product_mng,medium
2070,0.5,0.27,1,70,3,1,c,0,marketing,low
2071,0.67,0.69,2,152,7,1,c,0,marketing,medium
2072,0.43,0.44,1,98,4,0,d,0,technical,medium
2073,0.37,0.16,0,40,2,1,a,0,hr,medium
2074,0.81,0.84,2,167,7,1,b,0,support,medium
2075,0.78,0.76,2,173,8,0,e,1,support,medium
2076,0.8,0.8,2,174,8,1,c,0,RandD,low
2077,0.42,0.23,1,43,2,0,b,0,technical,medium
2078,0.57,0.37,1,93,4,1,d,0,support,low
2079,0.9,0.86,2,187,9,1,a,0,marketing,high
2080,0.68,0.7,2,154,7,1,c,1,RandD,low
2081,0.2,0,0,10,1,0,d,0,accounting,medium
2082,0.24,0.09,0,13,1,0,e,0,technical,high
2083,0.61,0.46,1,99,5,0,b,0,sales,medium
2084,0.82,0.79,2,185,8,1,b,0,sales,medium
2085,0.47,0.45,1,117,5,1,c,0,sales,medium
2086,0.69,0.45,1,96,4,0,b,0,technical,low
2087,0.21,0.12,0,31,1,0,b,0,hr,low
2088,0.58,0.57,1,134,6,1,c,0,management,high
2089,0.74,0.69,2,169,8,1,b,0,RandD,low
2090,0.51,0.35,1,84,4,0,d,0,marketing,low
2091,0.69,0.75,1,157,7,0,c,0,RandD,low
2092,0.9,0.85,2,199,9,1,c,0,technical,low
2093,0.34,0.17,0,41,2,0,d,0,hr,high
2094,0.43,0.51,1,106,5,1,c,0,product_mng,low
2095,0.43,0.28,1,57,2,0,d,0,support,medium
2096,0.7,0.73,2,151,7,1,b,1,hr,low
2097,0.53,0.53,1,117,5,1,c,0,technical,low
2098,0.57,0.61,1,136,6,1,d,0,management,medium
2099,0.74,0.74,2,166,7,1,c,0,support,low
2100,0.52,0.4,1,85,4,0,b,0,management,medium
2101,0.82,0.85,2,187,8,1,d,0,sales,high
2102,0.47,0.5,1,103,4,1,c,0,technical,medium
2103,0.27,0.12,0,25,2,0,c,0,technical,medium
2104,0.64,0.61,1,134,6,1,e,1,RandD,low
2105,0.71,0.74,2,148,7,1,d,1,hr,low
2106,0.47,0.27,0,67,3,0,a,0,management,medium
2107,0.77,0.78,2,178,8,1,c,0,IT,medium
2108,0.84,0.79,2,177,8,1,c,0,technical,low
2109,0.38,0.28,1,48,3,0,a,0,marketing,low
2110,0.91,0.84,2,193,9,1,a,0,management,medium
2111,0.32,0.16,0,24,1,1,c,0,management,low
2112,0.38,0.19,1,39,1,0,c,0,sales,low
2113,0.35,0.13,0,31,2,0,d,0,hr,low
2114,0.82,0.81,2,175,8,1,c,0,technical,low
2115,0.57,0.56,1,138,6,1,d,0,IT,high
2116,0.26,0.12,0,27,1,0,d,0,marketing,low
2117,0.57,0.38,1,94,4,0,d,0,technical,medium
2118,0.56,0.51,1,127,6,0,c,0,management,low
2119,0.19,0.12,0,13,0,0,e,0,sales,medium
2120,0.78,0.75,2,182,8,1,c,0,hr,medium
2121,0.73,0.74,2,162,7,1,c,0,product_mng,high
2122,0.42,0.45,1,92,4,0,c,1,management,medium
2123,0.91,0.89,2,185,9,1,c,0,product_mng,high
2124,0.6,0.36,1,89,4,0,b,0,technical,low
2125,0.89,0.9,2,195,9,1,c,0,IT,low
2126,0.62,0.63,1,132,6,1,b,0,accounting,medium
2127,0.58,0.59,1,119,6,0,d,0,technical,low
2128,0.36,0.11,0,27,2,0,d,0,RandD,high
2129,0.8,0.81,2,182,8,1,b,0,marketing,low
2130,0.56,0.36,1,93,4,0,c,0,sales,low
2131,0.28,0.1,0,33,2,1,d,0,hr,medium
2132,0.19,0,0,-2,0,0,e,0,hr,medium
2133,0.5,0.5,1,121,5,1,b,0,technical,medium
2134,0.44,0.47,1,108,5,1,d,1,management,low
2135,0.64,0.67,1,150,6,1,e,0,management,low
2136,0.81,0.78,2,168,8,0,c,0,support,low
2137,0.22,0.05,0,15,0,0,e,0,IT,low
2138,0.68,0.61,1,153,6,0,e,0,management,medium
2139,0.35,0.19,0,35,2,0,d,1,marketing,medium
2140,0.77,0.78,2,177,8,1,d,1,IT,low
2141,0.77,0.72,2,167,8,1,b,0,sales,low
2142,0.49,0.51,1,101,5,0,e,0,management,low
2143,0.61,0.64,2,147,6,0,c,0,management,low
2144,0.48,0.28,1,54,3,0,c,0,RandD,high
2145,0.65,0.42,1,99,4,0,d,0,hr,low
2146,0.77,0.75,1,174,7,1,d,0,hr,medium
2147,0.6,0.43,1,101,4,0,d,0,management,low
2148,0.53,0.3,1,78,3,1,a,0,management,medium
2149,0.6,0.41,1,99,4,0,c,0,accounting,low
2150,0.77,0.71,2,169,7,1,d,1,marketing,low
2151,0.49,0.32,1,73,3,1,c,0,technical,low
2152,0.36,0.19,0,24,1,0,e,0,management,medium
2153,0.64,0.63,1,134,6,0,d,0,product_mng,high
2154,0.74,0.71,2,168,7,1,c,1,sales,medium
2155,0.2,0.12,0,10,0,0,c,0,marketing,low
2156,0.36,0.25,0,56,2,0,b,0,support,medium
2157,0.27,0.16,0,28,1,0,c,0,hr,low
2158,0.52,0.33,1,65,4,0,b,0,marketing,low
2159,0.61,0.44,1,88,4,1,d,0,support,medium
2160,0.69,0.63,2,157,6,1,d,0,marketing,low
2161,0.57,0.55,1,139,6,0,c,0,sales,low
2162,0.53,0.52,1,116,5,0,a,0,hr,low
2163,0.5,0.34,1,76,3,1,d,0,marketing,low
2164,0.76,0.71,2,170,7,0,c,0,marketing,low
2165,0.6,0.42,1,96,5,0,c,1,marketing,low
2166,0.89,0.88,2,202,9,1,c,1,management,low
2167,0.54,0.55,1,120,6,1,d,0,accounting,low
2168,0.29,0.15,0,27,1,1,b,0,technical,medium
2169,0.61,0.58,1,132,6,0,c,0,hr,low
2170,0.51,0.28,1,58,3,0,b,0,marketing,high
2171,0.59,0.65,1,130,6,0,d,0,hr,low
2172,0.18,0.02,0,7,0,0,e,0,marketing,low
2173,0.32,0.17,0,36,1,0,b,0,marketing,low
2174,0.8,0.81,2,164,7,1,e,1,management,low
2175,0.36,0.25,0,47,2,1,e,0,sales,medium
2176,0.76,0.79,2,170,7,0,c,0,accounting,medium
2177,0.48,0.23,1,64,3,0,a,0,management,medium
2178,0.55,0.58,1,131,6,1,d,0,technical,low
2179,0.63,0.58,1,148,7,1,c,0,hr,low
2180,0.46,0.43,1,93,5,1,b,0,sales,low
2181,0.47,0.24,1,66,3,0,b,0,management,high
2182,0.36,0.17,0,33,2,0,b,0,technical,high
2183,0.18,0.06,0,11,1,0,b,0,marketing,medium
2184,0.45,0.25,0,58,2,1,d,0,hr,low
2185,0.57,0.59,1,132,5,1,d,0,product_mng,high
2186,0.87,0.84,2,184,9,1,c,0,IT,medium
2187,0.81,0.78,2,167,8,1,c,0,sales,low
2188,0.71,0.74,1,158,7,1,e,0,technical,low
2189,0.74,0.69,2,166,7,1,e,0,support,low
2190,0.61,0.61,1,126,6,1,d,0,management,low
2191,0.45,0.23,1,60,2,0,c,0,technical,low
2192,0.85,0.78,2,175,9,1,c,1,sales,medium
2193,0.62,0.6,1,139,6,1,d,0,marketing,low
2194,0.47,0.54,1,121,5,1,e,0,product_mng,low
2195,0.31,0.06,0,15,1,0,d,0,sales,low
2196,0.57,0.36,1,89,4,1,d,0,technical,low
2197,0.64,0.38,1,89,4,0,c,0,accounting,low
2198,0.8,0.8,2,170,8,1,c,0,sales,low
2199,0.47,0.52,1,115,5,1,b,0,support,low
2200,0.55,0.35,1,79,3,0,b,0,management,high
2201,0.91,0.88,2,205,8,1,d,1,technical,high
2202,0.3,0.14,0,16,1,0,d,0,technical,low
2203,0.53,0.4,1,85,3,0,c,1,product_mng,low
2204,0.19,0.07,0,7,0,0,a,0,accounting,low
2205,0.66,0.7,2,156,6,1,e,0,technical,low
2206,0.83,0.84,2,174,8,1,c,0,marketing,low
2207,0.39,0.25,1,66,3,0,e,0,sales,medium
2208,0.78,0.81,2,172,7,0,d,0,technical,low
2209,0.44,0.3,0,61,3,0,b,0,marketing,low
2210,0.84,0.77,2,179,8,1,c,0,management,low
2211,0.68,0.63,2,157,7,1,d,0,sales,medium
2212,0.7,0.77,2,161,7,1,c,0,sales,low
2213,0.14,0,0,7,0,0,b,0,technical,low
2214,0.87,0.9,2,195,9,1,b,0,technical,low
2215,0.66,0.65,2,143,7,1,b,0,IT,low
2216,0.46,0.23,1,52,2,0,d,0,technical,medium
2217,0.73,0.71,2,172,7,1,b,1,support,low
2218,0.43,0.22,0,52,3,0,d,0,support,low
2219,0.78,0.76,2,181,8,1,d,0,technical,low
2220,0.22,0.1,0,24,1,0,c,0,management,medium
2221,0.62,0.65,2,137,7,1,a,0,management,low
2222,0.47,0.53,1,110,5,1,b,0,management,high
2223,0.27,0.08,0,23,1,1,c,0,marketing,medium
2224,0.34,0.22,1,52,2,0,b,0,IT,medium
2225,0.15,0.01,0,8,0,0,b,0,sales,medium
2226,0.62,0.43,1,87,4,1,c,0,marketing,low
2227,0.48,0.27,1,69,2,1,a,0,management,medium
2228,0.53,0.49,1,118,6,0,b,0,sales,medium
2229,0.43,0.22,1,67,2,1,d,0,technical,low
2230,0.44,0.23,0,54,3,0,c,0,management,low
2231,0.67,0.63,2,139,7,1,e,0,marketing,low
2232,0.18,0.07,0,11,0,0,a,0,marketing,low
2233,0.85,0.78,2,176,8,1,a,0,management,low
2234,0.75,0.8,2,180,8,1,d,0,support,medium
2235,0.58,0.65,2,126,6,0,c,0,sales,low
2236,0.49,0.58,1,109,6,1,e,0,product_mng,medium
2237,0.81,0.84,2,169,8,1,d,0,management,low
2238,0.38,0.15,1,32,2,0,c,0,technical,medium
2239,0.23,0.07,0,18,1,0,c,0,marketing,medium
2240,0.37,0.18,1,48,2,1,d,0,management,low
2241,0.69,0.74,1,155,7,1,d,1,marketing,low
2242,0.15,0.07,0,-2,1,0,b,0,management,low
2243,0.52,0.56,1,111,5,1,d,0,sales,low
2244,0.92,0.89,2,194,9,1,c,0,accounting,low
2245,0.8,0.8,2,177,8,1,d,0,support,high
2246,0.45,0.43,1,110,5,0,d,0,technical,low
2247,0.25,0.01,0,18,1,0,b,0,sales,medium
2248,0.77,0.77,2,175,8,0,d,0,support,low
2249,0.52,0.53,1,128,6,1,e,1,technical,medium
2250,0.28,0.15,0,22,1,0,b,0,technical,low
2251,0.2,0.04,0,16,1,0,c,0,management,low
2252,0.86,0.85,2,190,8,1,c,0,marketing,medium
2253,0.58,0.6,2,136,6,1,c,0,technical,low
2254,0.73,0.78,2,162,8,1,d,0,sales,low
2255,0.8,0.82,2,177,8,1,b,0,technical,medium
2256,0.52,0.55,1,124,5,1,d,0,support,low
2257,0.45,0.45,1,111,5,0,a,0,hr,low
2258,0.6,0.43,1,82,3,1,c,0,management,low
2259,0.48,0.25,1,73,3,0,b,0,marketing,low
2260,0.55,0.35,1,96,3,1,d,1,product_mng,low
2261,0.72,0.69,2,149,7,0,c,0,marketing,medium
2262,0.51,0.57,1,128,5,0,e,0,RandD,low
2263,0.83,0.8,2,186,8,1,d,0,technical,medium
2264,0.64,0.43,1,79,4,1,c,0,hr,low
2265,0.55,0.57,1,125,6,1,c,0,management,medium
2266,0.57,0.54,1,122,5,1,c,0,IT,low
2267,0.51,0.58,1,121,5,1,d,1,marketing,medium
2268,0.64,0.59,1,148,6,1,c,0,RandD,low
2269,0.44,0.26,0,48,2,0,b,0,marketing,medium
2270,0.45,0.44,1,100,5,1,d,0,hr,medium
2271,0.26,0.09,0,28,1,0,a,0,sales,low
2272,0.52,0.33,1,85,4,0,b,0,management,medium
2273,0.6,0.41,1,89,4,1,e,0,product_mng,low
2274,0.56,0.57,1,138,6,0,b,0,support,low
2275,0.86,0.82,2,182,9,1,c,0,technical,low
2276,0.51,0.51,1,117,5,1,d,0,technical,low
2277,0.67,0.63,2,153,7,1,e,0,technical,medium
2278,0.41,0.46,1,108,5,1,c,0,product_mng,medium
2279,0.54,0.6,1,131,6,0,b,1,hr,low
2280,0.21,0.07,0,5,1,0,e,0,management,low
2281,0.36,0.26,1,43,2,0,d,0,management,low
2282,0.49,0.34,1,81,3,0,c,0,management,medium
2283,0.65,0.44,1,86,4,0,b,0,product_mng,low
2284,0.24,0.06,0,2,1,0,a,0,IT,low
2285,0.31,0.12,0,35,1,0,b,1,technical,low
2286,0.42,0.27,1,59,3,0,d,1,sales,high
2287,0.9,0.83,2,191,9,1,b,1,technical,low
2288,0.47,0.33,1,59,3,0,b,0,product_mng,medium
2289,0.63,0.46,1,104,4,1,b,0,accounting,low
2290,0.37,0.15,1,50,1,0,c,0,IT,high
2291,0.55,0.58,1,113,6,1,b,0,technical,low
2292,0.38,0.2,0,57,3,0,e,0,management,low
2293,0.32,0.16,0,37,2,1,b,0,marketing,low
2294,0.44,0.42,1,111,5,0,e,0,technical,low
2295,0.19,0.04,0,-1,0,0,e,0,marketing,low
2296,0.15,0.03,0,6,0,0,d,0,accounting,low
2297,0.35,0.23,0,45,2,0,a,0,management,low
2298,0.14,-0.01,0,9,1,0,b,0,technical,medium
2299,0.22,0.1,0,29,1,1,b,0,IT,low
2300,0.52,0.33,1,67,3,0,c,0,technical,low
2301,0.75,0.69,2,167,7,1,b,1,management,medium
2302,0.48,0.53,1,111,6,1,b,1,marketing,high
2303,0.42,0.42,1,95,4,0,b,1,marketing,medium
2304,0.47,0.23,0,57,2,0,c,0,support,low
2305,0.85,0.83,2,186,8,1,a,0,support,medium
2306,0.5,0.38,1,80,4,0,b,0,marketing,medium
2307,0.23,0.05,0,24,1,0,b,0,RandD,low
2308,0.56,0.53,1,125,6,1,d,0,technical,low
2309,0.24,0.07,0,30,1,0,b,0,technical,low
2310,0.51,0.29,1,70,3,0,d,0,technical,high
2311,0.42,0.43,1,96,4,0,c,0,hr,medium
2312,0.81,0.77,2,167,8,1,d,0,technical,low
2313,0.62,0.46,1,105,5,1,c,1,sales,low
2314,0.64,0.62,1,131,6,0,e,0,hr,medium
2315,0.89,0.92,2,190,9,1,b,0,marketing,low
2316,0.32,0.14,0,17,2,0,d,0,hr,medium
2317,0.44,0.21,1,52,2,1,b,0,product_mng,high
2318,0.57,0.31,1,79,3,0,d,0,sales,high
2319,0.59,0.42,1,74,4,1,a,0,sales,medium
2320,0.59,0.33,1,82,3,0,c,0,management,low
2321,0.81,0.78,2,180,8,1,c,0,accounting,medium
2322,0.61,0.59,1,147,7,1,c,1,management,medium
2323,0.53,0.56,1,129,5,0,c,0,technical,low
2324,0.51,0.29,1,66,2,1,c,1,IT,low
2325,0.75,0.79,2,163,8,1,d,0,marketing,low
2326,0.9,0.9,2,186,9,1,b,0,sales,medium
2327,0.76,0.73,2,171,7,1,b,0,technical,low
2328,0.15,-0.01,0,-3,0,0,d,0,RandD,medium
2329,0.58,0.56,1,125,5,1,b,0,technical,low
2330,0.16,0.01,0,18,0,0,e,0,RandD,high
2331,0.4,0.2,1,62,2,1,c,0,marketing,low
2332,0.22,0.02,0,20,1,0,b,0,marketing,low
2333,0.5,0.5,1,130,5,0,a,0,marketing,medium
2334,0.61,0.6,1,145,6,1,d,0,management,medium
2335,0.29,0.08,0,26,1,0,d,0,technical,medium
2336,0.55,0.39,1,72,3,1,b,0,RandD,medium
2337,0.6,0.42,1,101,4,1,b,0,support,medium
2338,0.49,0.38,1,82,3,0,e,0,IT,medium
2339,0.25,0.1,0,19,1,0,d,0,sales,low
2340,0.61,0.37,1,84,4,1,b,0,hr,high
2341,0.69,0.66,1,141,7,0,c,0,management,low
2342,0.18,0.03,0,23,1,0,e,0,product_mng,low
2343,0.27,0.04,0,17,0,1,c,0,management,low
2344,0.5,0.36,1,65,3,1,c,0,hr,low
2345,0.86,0.89,2,184,9,1,b,0,technical,low
2346,0.58,0.56,1,144,6,0,d,0,sales,low
2347,0.61,0.58,1,138,6,0,b,0,sales,medium
2348,0.54,0.32,1,70,3,0,c,0,hr,medium
2349,0.51,0.5,1,118,5,0,c,1,technical,low
2350,0.11,0,0,-6,0,0,c,0,RandD,medium
2351,0.55,0.54,1,120,6,0,b,0,marketing,low
2352,0.84,0.81,2,184,8,1,d,0,technical,low
2353,0.55,0.53,1,122,5,1,c,0,management,low
2354,0.77,0.77,2,171,8,1,c,1,hr,low
2355,0.63,0.61,2,145,6,1,b,0,management,medium
2356,0.22,0.1,0,15,1,0,c,0,accounting,high
2357,0.81,0.86,2,189,8,1,c,0,management,medium
2358,0.26,0.05,0,10,1,0,d,0,management,low
2359,0.46,0.51,1,97,4,0,c,0,marketing,medium
2360,0.27,0.16,0,21,1,1,e,0,management,medium
2361,0.15,0.05,0,-6,0,0,d,0,hr,low
2362,0.57,0.41,1,78,4,0,c,0,accounting,low
2363,0.44,0.29,1,58,3,1,b,0,hr,low
2364,0.64,0.48,1,103,5,0,b,0,technical,medium
2365,0.48,0.48,1,111,5,0,b,0,management,low
2366,0.14,0.03,0,7,0,0,c,0,sales,low
2367,0.32,0.16,0,33,1,1,d,0,management,medium
2368,0.47,0.53,1,108,5,1,d,0,product_mng,medium
2369,0.52,0.35,1,74,3,0,b,0,sales,medium
2370,0.66,0.68,2,139,7,1,c,0,product_mng,low
2371,0.6,0.62,1,124,6,1,c,0,technical,low
2372,0.77,0.79,2,169,8,1,c,1,sales,low
2373,0.6,0.65,1,133,7,1,c,0,product_mng,low
2374,0.57,0.39,1,94,4,1,c,0,management,low
2375,0.62,0.65,1,125,6,0,c,0,marketing,medium
2376,0.38,0.28,1,58,2,1,c,0,hr,medium
2377,0.42,0.31,1,64,2,0,c,0,accounting,high
2378,0.71,0.73,2,149,7,1,e,0,sales,low
2379,0.65,0.39,1,95,4,0,c,1,technical,low
2380,0.71,0.67,1,159,7,1,d,0,marketing,medium
2381,0.76,0.78,2,168,7,1,d,0,marketing,low
2382,0.77,0.78,2,179,8,1,c,1,RandD,medium
2383,0.84,0.81,2,180,8,1,c,0,technical,low
2384,0.56,0.35,1,86,3,1,d,0,technical,low
2385,0.47,0.32,1,59,2,0,c,0,management,medium
2386,0.51,0.56,1,110,5,0,d,0,management,low
2387,0.56,0.36,1,64,3,0,d,0,management,low
2388,0.5,0.55,1,129,6,1,e,0,support,low
2389,0.65,0.63,2,141,6,1,b,0,management,low
2390,0.63,0.6,1,128,6,1,e,0,hr,low
2391,0.48,0.28,1,64,4,0,e,0,marketing,medium
2392,0.31,0.19,0,30,2,0,b,0,product_mng,medium
